ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
135;G. Holt;34;67;ST;https://cdn.sofifa.com/players/020/172/16_120.png;https://cdn.sofifa.com/teams/1955/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";174lbs;375000;Argent
136;Hélder Postiga;32;74;ST;https://cdn.sofifa.com/players/020/176/16_120.png;https://cdn.sofifa.com/teams/744/60.png;https://cdn.sofifa.com/flags/pt.png;"5'11""";168lbs;2700000;Argent
137;Ricardo Costa;39;73;CB;https://cdn.sofifa.com/players/020/209/20_120.png;https://cdn.sofifa.com/teams/1898/60.png;https://cdn.sofifa.com/flags/pt.png;"6'0""";176lbs;550000;Argent
138;Y. Touré;35;80;CM;https://cdn.sofifa.com/players/020/289/19_120.png;https://cdn.sofifa.com/teams/280/60.png;https://cdn.sofifa.com/flags/ci.png;"6'3""";203lbs;6000000;Or
139;Alan;36;74;CAM;https://cdn.sofifa.com/players/020/556/17_120.png;https://cdn.sofifa.com/teams/1896/60.png;https://cdn.sofifa.com/flags/br.png;"5'11""";154lbs;275000;Argent
140;Quaresma;36;79;RM;https://cdn.sofifa.com/players/020/775/20_120.png;https://cdn.sofifa.com/teams/1887/60.png;https://cdn.sofifa.com/flags/pt.png;"5'9""";148lbs;4200000;Or
141;Danny;34;76;CAM;https://cdn.sofifa.com/players/020/800/19_120.png;https://cdn.sofifa.com/teams/1893/60.png;https://cdn.sofifa.com/flags/pt.png;"5'10""";150lbs;3900000;Or
142;Cristiano Ronaldo;35;92;ST;https://cdn.sofifa.com/players/020/801/20_120.png;https://cdn.sofifa.com/teams/45/60.png;https://cdn.sofifa.com/flags/pt.png;"6'2""";183lbs;46000000;Legende
143;A. Frei;32;77;ST;https://cdn.sofifa.com/players/020/882/13_120.png;https://cdn.sofifa.com/teams/896/60.png;https://cdn.sofifa.com/flags/ch.png;"5'11""";163lbs;2800000;Or
144;M. Carrick;35;79;CM;https://cdn.sofifa.com/players/021/146/18_120.png;https://cdn.sofifa.com/teams/11/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";163lbs;3000000;Or
145;Rogério Ceni;40;75;GK;https://cdn.sofifa.com/players/021/570/14_120.png;https://cdn.sofifa.com/teams/598/60.png;https://cdn.sofifa.com/flags/br.png;"6'2""";194lbs;1000000;Or
146;R. Cretaro;38;56;CF;https://cdn.sofifa.com/players/022/391/20_120.png;https://cdn.sofifa.com/teams/111131/60.png;https://cdn.sofifa.com/flags/ie.png;"5'5""";141lbs;30000;Bronze
147;L. Toni;38;76;ST;https://cdn.sofifa.com/players/023/015/16_120.png;https://cdn.sofifa.com/teams/206/60.png;https://cdn.sofifa.com/flags/it.png;"6'4""";194lbs;650000;Or
148;J. Riquelme;35;79;CAM;https://cdn.sofifa.com/players/023/174/14_120.png;https://cdn.sofifa.com/teams/1877/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";174lbs;2500000;Or
149;J. De Guzmán;34;64;CDM;https://cdn.sofifa.com/players/023/312/17_120.png;https://cdn.sofifa.com/teams/111455/60.png;https://cdn.sofifa.com/flags/ca.png;"5'7""";150lbs;1000000;Argent
150;M. Bordon;33;82;CB;https://cdn.sofifa.com/players/023/330/10_120.png;https://cdn.sofifa.com/teams/34/60.png;https://cdn.sofifa.com/flags/br.png;"6'2""";198lbs;1000000;Or
151;W. Samuel;37;74;CB;https://cdn.sofifa.com/players/023/461/16_120.png;https://cdn.sofifa.com/teams/896/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";179lbs;1000000;Argent
152;R. Taylor;33;67;CDM;https://cdn.sofifa.com/players/023/466/19_120.png;https://cdn.sofifa.com/teams/112260/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'10""";154lbs;300000;Argent
153;Dédé;32;75;LM;https://cdn.sofifa.com/players/023/972/11_120.png;https://cdn.sofifa.com/teams/22/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";152lbs;1000000;Or
154;D. Pizarro;38;73;CM;https://cdn.sofifa.com/players/024/248/19_120.png;https://cdn.sofifa.com/teams/15029/60.png;https://cdn.sofifa.com/flags/cl.png;"5'7""";143lbs;1000000;Argent
155;M. Yepes;39;74;CB;https://cdn.sofifa.com/players/024/438/16_120.png;https://cdn.sofifa.com/teams/1013/60.png;https://cdn.sofifa.com/flags/co.png;"6'1""";183lbs;1000000;Argent
156;O. Mellberg;35;74;CB;https://cdn.sofifa.com/players/024/851/14_120.png;https://cdn.sofifa.com/teams/819/60.png;https://cdn.sofifa.com/flags/se.png;"6'2""";183lbs;300000;Argent
157;C. Pizarro;40;74;ST;https://cdn.sofifa.com/players/025/420/20_120.png;https://cdn.sofifa.com/teams/38/60.png;https://cdn.sofifa.com/flags/pe.png;"6'0""";185lbs;1000000;Argent
158;R. Santa Cruz;38;73;ST;https://cdn.sofifa.com/players/025/798/20_120.png;https://cdn.sofifa.com/teams/101108/60.png;https://cdn.sofifa.com/flags/py.png;"6'2""";176lbs;1400000;Argent
159;Capdevila;36;69;CDM;https://cdn.sofifa.com/players/025/924/15_120.png;https://cdn.sofifa.com/teams/239/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";172lbs;1000000;Argent
160;R. Márquez;38;73;CB;https://cdn.sofifa.com/players/026/709/18_120.png;https://cdn.sofifa.com/teams/101114/60.png;https://cdn.sofifa.com/flags/mx.png;"6'0""";165lbs;275000;Argent
161;S. Distin;37;77;CB;https://cdn.sofifa.com/players/026/992/16_120.png;https://cdn.sofifa.com/teams/1943/60.png;https://cdn.sofifa.com/flags/fr.png;"6'4""";194lbs;1000000;Or
162;Ronaldinho;34;78;CAM;https://cdn.sofifa.com/players/028/130/15_120.png;https://cdn.sofifa.com/teams/110150/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";168lbs;4100000;Or
163;J. Krzynówek;33;72;CF;https://cdn.sofifa.com/players/028/735/10_120.png;https://cdn.sofifa.com/teams/485/60.png;https://cdn.sofifa.com/flags/pl.png;"5'10""";161lbs;1000000;Argent
164;Zé Roberto;40;74;CAM;https://cdn.sofifa.com/players/028/765/16_120.png;https://cdn.sofifa.com/teams/383/60.png;https://cdn.sofifa.com/flags/br.png;"5'8""";159lbs;1000000;Argent
165;S. Ono;38;54;CAM;https://cdn.sofifa.com/players/029/118/19_120.png;https://cdn.sofifa.com/teams/112444/60.png;https://cdn.sofifa.com/flags/jp.png;"5'9""";168lbs;15000;Bronze
166;B. Kouassi;33;62;CB;https://cdn.sofifa.com/players/029/161/09_120.png;https://cdn.sofifa.com/teams/1530/60.png;https://cdn.sofifa.com/flags/ci.png;"6'2""";165lbs;1000000;Argent
167;S. Nakamura;42;65;CAM;https://cdn.sofifa.com/players/029/552/20_120.png;https://cdn.sofifa.com/teams/113197/60.png;https://cdn.sofifa.com/flags/jp.png;"5'10""";157lbs;1000000;Argent
168;D. Berbatov;34;80;ST;https://cdn.sofifa.com/players/030/110/16_120.png;https://cdn.sofifa.com/teams/393/60.png;https://cdn.sofifa.com/flags/bg.png;"6'2""";165lbs;7500000;Or
169;H. Sarpei;35;68;CB;https://cdn.sofifa.com/players/030/540/12_120.png;https://cdn.sofifa.com/teams/34/60.png;https://cdn.sofifa.com/flags/gh.png;"5'10""";161lbs;80000;Argent
170;D. Drogba;38;81;ST;https://cdn.sofifa.com/players/031/432/17_120.png;;https://cdn.sofifa.com/flags/ci.png;"6'2""";176lbs;1000000;Or
171;K. Källström;34;77;CM;https://cdn.sofifa.com/players/031/831/18_120.png;https://cdn.sofifa.com/teams/710/60.png;https://cdn.sofifa.com/flags/se.png;"6'1""";183lbs;4300000;Or
172;A. Cole;37;70;CDM;https://cdn.sofifa.com/players/034/079/19_120.png;https://cdn.sofifa.com/teams/91/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";146lbs;80000;Argent
173;A. Thompson;36;63;RW;https://cdn.sofifa.com/players/034/373/16_120.png;https://cdn.sofifa.com/teams/111397/60.png;https://cdn.sofifa.com/flags/au.png;"5'9""";154lbs;25000;Argent
174;A. Floro Flores;34;72;CAM;https://cdn.sofifa.com/players/034/824/19_120.png;https://cdn.sofifa.com/teams/192/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";172lbs;400000;Argent
175;J. Yobo;32;74;CB;https://cdn.sofifa.com/players/035/713/15_120.png;https://cdn.sofifa.com/teams/326/60.png;https://cdn.sofifa.com/flags/ng.png;"6'2""";168lbs;1100000;Argent
176;K. Beckerman;38;68;CDM;https://cdn.sofifa.com/players/036/111/20_120.png;https://cdn.sofifa.com/teams/111065/60.png;https://cdn.sofifa.com/flags/us.png;"5'10""";154lbs;190000;Argent
177;Ronaldo;33;77;CAM;https://cdn.sofifa.com/players/037/576/11_120.png;https://cdn.sofifa.com/teams/1041/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";209lbs;1000000;Or
178;D. Beasley;37;68;LWB;https://cdn.sofifa.com/players/039/386/20_120.png;https://cdn.sofifa.com/teams/698/60.png;https://cdn.sofifa.com/flags/us.png;"5'8""";146lbs;100000;Argent
179;J. Park;32;78;CAM;https://cdn.sofifa.com/players/039/943/14_120.png;https://cdn.sofifa.com/teams/247/60.png;https://cdn.sofifa.com/flags/kr.png;"5'10""";161lbs;4100000;Or
180;Edmilson;34;68;CDM;https://cdn.sofifa.com/players/040/702/12_120.png;https://cdn.sofifa.com/teams/111059/60.png;https://cdn.sofifa.com/flags/br.png;"6'1""";165lbs;100000;Argent
181;S. Govou;32;69;CAM;https://cdn.sofifa.com/players/040/898/13_120.png;https://cdn.sofifa.com/teams/111271/60.png;https://cdn.sofifa.com/flags/fr.png;"5'10""";170lbs;400000;Argent
182;S. Diawara;35;73;CB;https://cdn.sofifa.com/players/040/900/15_120.png;https://cdn.sofifa.com/teams/72/60.png;https://cdn.sofifa.com/flags/sn.png;"6'2""";194lbs;400000;Argent
183;S. Ameobi;35;64;ST;https://cdn.sofifa.com/players/041/233/18_120.png;https://cdn.sofifa.com/teams/1937/60.png;https://cdn.sofifa.com/flags/ng.png;"6'3""";209lbs;210000;Argent
184;Z. Ibrahimović;38;83;ST;https://cdn.sofifa.com/players/041/236/20_120.png;https://cdn.sofifa.com/teams/47/60.png;https://cdn.sofifa.com/flags/se.png;"6'5""";209lbs;9500000;Or
185;P. Mexès;33;77;CB;https://cdn.sofifa.com/players/041/635/16_120.png;https://cdn.sofifa.com/teams/47/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";181lbs;3100000;Or
186;B. Cheyrou;36;68;CDM;https://cdn.sofifa.com/players/041/734/18_120.png;https://cdn.sofifa.com/teams/111651/60.png;https://cdn.sofifa.com/flags/fr.png;"6'0""";174lbs;275000;Argent
187;M. Niang;34;67;RW;https://cdn.sofifa.com/players/041/784/15_120.png;https://cdn.sofifa.com/teams/111989/60.png;https://cdn.sofifa.com/flags/sn.png;"5'10""";176lbs;375000;Argent
188;J. Dudek;37;72;GK;https://cdn.sofifa.com/players/044/897/11_120.png;https://cdn.sofifa.com/teams/243/60.png;https://cdn.sofifa.com/flags/pl.png;"6'2""";172lbs;1000000;Argent
189;J. McFadden;33;66;CAM;https://cdn.sofifa.com/players/045/074/17_120.png;https://cdn.sofifa.com/teams/83/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"5'10""";172lbs;425000;Argent
190;Mikel Arteta;33;78;CM;https://cdn.sofifa.com/players/045/119/16_120.png;https://cdn.sofifa.com/teams/1/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";141lbs;5000000;Or
191;Joaquín;38;80;CAM;https://cdn.sofifa.com/players/045/186/20_120.png;https://cdn.sofifa.com/teams/449/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";165lbs;5000000;Or
192;Xabi Alonso;34;82;CM;https://cdn.sofifa.com/players/045/197/17_120.png;https://cdn.sofifa.com/teams/21/60.png;https://cdn.sofifa.com/flags/es.png;"6'0""";176lbs;6000000;Or
193;A. Hleb;35;74;CAM;https://cdn.sofifa.com/players/045/472/17_120.png;https://cdn.sofifa.com/teams/100764/60.png;https://cdn.sofifa.com/flags/by.png;"6'1""";161lbs;1300000;Argent
194;M. Antonsson;36;66;CB;https://cdn.sofifa.com/players/045/534/18_120.png;https://cdn.sofifa.com/teams/819/60.png;https://cdn.sofifa.com/flags/se.png;"6'2""";176lbs;90000;Argent
195;R. van der Vaart;35;67;CAM;https://cdn.sofifa.com/players/045/574/19_120.png;https://cdn.sofifa.com/teams/1445/60.png;https://cdn.sofifa.com/flags/nl.png;"5'9""";163lbs;325000;Argent
196;D. Bonera;37;75;CB;https://cdn.sofifa.com/players/045/595/19_120.png;https://cdn.sofifa.com/teams/483/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";185lbs;450000;Or
197;M. Brighi;37;69;CM;https://cdn.sofifa.com/players/045/605/19_120.png;https://cdn.sofifa.com/teams/1746/60.png;https://cdn.sofifa.com/flags/it.png;"5'10""";170lbs;275000;Argent
198;D. Bierofka;34;64;CAM;https://cdn.sofifa.com/players/045/609/14_120.png;https://cdn.sofifa.com/teams/33/60.png;https://cdn.sofifa.com/flags/de.png;"5'10""";165lbs;50000;Argent
199;Raúl;34;81;CAM;https://cdn.sofifa.com/players/045/661/12_120.png;https://cdn.sofifa.com/teams/34/60.png;https://cdn.sofifa.com/flags/es.png;"5'11""";150lbs;4300000;Or
200;M. Essien;33;74;CDM;https://cdn.sofifa.com/players/045/674/17_120.png;https://cdn.sofifa.com/teams/1884/60.png;https://cdn.sofifa.com/flags/gh.png;"5'10""";187lbs;1500000;Argent
201;M. Zidan;29;75;RW;https://cdn.sofifa.com/players/045/707/12_120.png;https://cdn.sofifa.com/teams/169/60.png;https://cdn.sofifa.com/flags/eg.png;"5'8""";157lbs;2400000;Or
202;J. Olsson;35;68;CB;https://cdn.sofifa.com/players/045/842/19_120.png;https://cdn.sofifa.com/teams/1917/60.png;https://cdn.sofifa.com/flags/se.png;"6'4""";185lbs;210000;Argent
203;M. Rosenberg;36;72;ST;https://cdn.sofifa.com/players/046/175/20_120.png;https://cdn.sofifa.com/teams/320/60.png;https://cdn.sofifa.com/flags/se.png;"6'0""";179lbs;1100000;Argent
204;C. Samba;33;71;CB;https://cdn.sofifa.com/players/046/590/18_120.png;https://cdn.sofifa.com/teams/2/60.png;https://cdn.sofifa.com/flags/cg.png;"6'5""";220lbs;950000;Argent
205;E. Moretti;37;75;CB;https://cdn.sofifa.com/players/046/736/19_120.png;https://cdn.sofifa.com/teams/54/60.png;https://cdn.sofifa.com/flags/it.png;"6'0""";170lbs;450000;Or
206;B. Hangeland;34;72;CB;https://cdn.sofifa.com/players/046/815/16_120.png;https://cdn.sofifa.com/teams/1799/60.png;https://cdn.sofifa.com/flags/no.png;"6'5""";203lbs;650000;Argent
207;M. Pedersen;37;68;CM;https://cdn.sofifa.com/players/046/857/20_120.png;https://cdn.sofifa.com/teams/418/60.png;https://cdn.sofifa.com/flags/no.png;"6'0""";163lbs;275000;Argent
208;D. Mobaeck;35;60;CB;https://cdn.sofifa.com/players/047/176/16_120.png;https://cdn.sofifa.com/teams/700/60.png;https://cdn.sofifa.com/flags/se.png;"6'0""";174lbs;30000;Argent
209;S. Proto;37;75;GK;https://cdn.sofifa.com/players/047/201/20_120.png;https://cdn.sofifa.com/teams/46/60.png;https://cdn.sofifa.com/flags/be.png;"6'0""";163lbs;675000;Or
210;Gilberto Silva;36;73;CB;https://cdn.sofifa.com/players/047/390/14_120.png;https://cdn.sofifa.com/teams/1035/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";163lbs;1000000;Argent
211;Júlio César;37;80;GK;https://cdn.sofifa.com/players/048/717/18_120.png;https://cdn.sofifa.com/teams/234/60.png;https://cdn.sofifa.com/flags/br.png;"6'1""";174lbs;1000000;Or
212;F. Coloccini;38;71;CB;https://cdn.sofifa.com/players/048/745/20_120.png;https://cdn.sofifa.com/teams/1013/60.png;https://cdn.sofifa.com/flags/ar.png;"6'0""";183lbs;475000;Argent
213;P. Čech;36;81;GK;https://cdn.sofifa.com/players/048/940/19_120.png;https://cdn.sofifa.com/teams/1/60.png;https://cdn.sofifa.com/flags/cz.png;"6'5""";198lbs;2400000;Or
214;A. McGregor;38;74;GK;https://cdn.sofifa.com/players/049/000/20_120.png;https://cdn.sofifa.com/teams/86/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"6'0""";163lbs;575000;Argent
215;K. Kurányi;33;74;ST;https://cdn.sofifa.com/players/049/012/16_120.png;https://cdn.sofifa.com/teams/10029/60.png;https://cdn.sofifa.com/flags/de.png;"6'3""";194lbs;2300000;Argent
216;S. Maloney;33;73;CAM;https://cdn.sofifa.com/players/049/036/17_120.png;https://cdn.sofifa.com/teams/1359/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"5'7""";152lbs;1000000;Argent
217;K. Boyd;34;70;ST;https://cdn.sofifa.com/players/049/045/19_120.png;https://cdn.sofifa.com/teams/82/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"6'1""";183lbs;925000;Argent
218;D. Forlán;35;78;CAM;https://cdn.sofifa.com/players/049/072/15_120.png;https://cdn.sofifa.com/teams/1377/60.png;https://cdn.sofifa.com/flags/uy.png;"5'11""";172lbs;1000000;Or
219;O. Deschacht;39;70;CB;https://cdn.sofifa.com/players/049/161/20_120.png;https://cdn.sofifa.com/teams/15005/60.png;https://cdn.sofifa.com/flags/be.png;"6'0""";179lbs;240000;Argent
220;Hugo Viana;29;78;CAM;https://cdn.sofifa.com/players/049/204/13_120.png;https://cdn.sofifa.com/teams/1896/60.png;https://cdn.sofifa.com/flags/pt.png;"5'10""";163lbs;4700000;Or
221;Fernando Torres;34;77;ST;https://cdn.sofifa.com/players/049/369/19_120.png;https://cdn.sofifa.com/teams/113160/60.png;https://cdn.sofifa.com/flags/es.png;"6'1""";174lbs;4700000;Or
222;T. Motta;34;80;CDM;https://cdn.sofifa.com/players/049/370/18_120.png;https://cdn.sofifa.com/teams/73/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";181lbs;4500000;Or
223;L. Butelle;37;73;GK;https://cdn.sofifa.com/players/049/472/20_120.png;https://cdn.sofifa.com/teams/1530/60.png;https://cdn.sofifa.com/flags/fr.png;"6'2""";185lbs;400000;Argent
224;Igor de Camargo;37;70;ST;https://cdn.sofifa.com/players/049/674/20_120.png;https://cdn.sofifa.com/teams/110724/60.png;https://cdn.sofifa.com/flags/be.png;"6'2""";187lbs;625000;Argent
225;J. Poulsen;35;65;CM;https://cdn.sofifa.com/players/049/756/20_120.png;https://cdn.sofifa.com/teams/111397/60.png;https://cdn.sofifa.com/flags/dk.png;"5'11""";165lbs;230000;Argent
226;P. Senderos;33;67;CB;https://cdn.sofifa.com/players/049/966/19_120.png;https://cdn.sofifa.com/teams/698/60.png;https://cdn.sofifa.com/flags/ch.png;"6'2""";185lbs;300000;Argent
227;S. Pienaar;34;75;CAM;https://cdn.sofifa.com/players/050/327/17_120.png;https://cdn.sofifa.com/teams/106/60.png;https://cdn.sofifa.com/flags/za.png;"5'7""";146lbs;2000000;Or
228;K. Keller;41;69;GK;https://cdn.sofifa.com/players/050/530/12_120.png;https://cdn.sofifa.com/teams/111144/60.png;https://cdn.sofifa.com/flags/us.png;"6'2""";190lbs;1000000;Argent
229;J. Defoe;37;73;ST;https://cdn.sofifa.com/players/050/542/20_120.png;https://cdn.sofifa.com/teams/86/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'7""";143lbs;1400000;Argent
230;D. Bent;33;70;ST;https://cdn.sofifa.com/players/050/598/18_120.png;https://cdn.sofifa.com/teams/15015/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";161lbs;1100000;Argent
231;P. Clarke;38;63;CB;https://cdn.sofifa.com/players/050/632/20_120.png;https://cdn.sofifa.com/teams/15048/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";183lbs;70000;Argent
232;L. King;30;82;CB;https://cdn.sofifa.com/players/050/752/12_120.png;https://cdn.sofifa.com/teams/18/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";190lbs;7000000;Or
233;S. Harper;40;69;GK;https://cdn.sofifa.com/players/050/763/16_120.png;https://cdn.sofifa.com/teams/106/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";201lbs;170000;Argent
234;J. Cavalli;37;67;CAM;https://cdn.sofifa.com/players/050/955/20_120.png;https://cdn.sofifa.com/teams/614/60.png;https://cdn.sofifa.com/flags/fr.png;"5'7""";143lbs;250000;Argent
235;S. Cherundolo;34;73;RB;https://cdn.sofifa.com/players/051/003/14_120.png;https://cdn.sofifa.com/teams/485/60.png;https://cdn.sofifa.com/flags/us.png;"5'8""";152lbs;400000;Argent
236;P. Crouch;37;72;ST;https://cdn.sofifa.com/players/051/257/19_120.png;https://cdn.sofifa.com/teams/1796/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'7""";165lbs;900000;Argent
237;B. Myhill;35;70;GK;https://cdn.sofifa.com/players/051/261/19_120.png;https://cdn.sofifa.com/teams/109/60.png;https://cdn.sofifa.com/flags/gb-wls.png;"6'3""";203lbs;425000;Argent
238;T. Cahill;37;70;ST;https://cdn.sofifa.com/players/051/412/18_120.png;https://cdn.sofifa.com/teams/97/60.png;https://cdn.sofifa.com/flags/au.png;"5'10""";141lbs;475000;Argent
239;E. van der Sar;39;83;GK;https://cdn.sofifa.com/players/051/539/11_120.png;https://cdn.sofifa.com/teams/11/60.png;https://cdn.sofifa.com/flags/nl.png;"6'6""";196lbs;1000000;Or
240;H. Opdal;38;65;GK;https://cdn.sofifa.com/players/051/694/20_120.png;https://cdn.sofifa.com/teams/919/60.png;https://cdn.sofifa.com/flags/no.png;"6'2""";201lbs;50000;Argent
241;A. Le Tallec;34;65;ST;https://cdn.sofifa.com/players/051/887/20_120.png;https://cdn.sofifa.com/teams/112276/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";161lbs;275000;Argent
242;M. Diarra;32;75;CB;https://cdn.sofifa.com/players/052/058/14_120.png;https://cdn.sofifa.com/teams/144/60.png;https://cdn.sofifa.com/flags/ml.png;"6'0""";181lbs;850000;Or
243;P. Evra;36;75;CB;https://cdn.sofifa.com/players/052/091/18_120.png;https://cdn.sofifa.com/teams/19/60.png;https://cdn.sofifa.com/flags/fr.png;"5'9""";165lbs;775000;Or
244;F. Balmont;39;68;CDM;https://cdn.sofifa.com/players/052/126/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/fr.png;"5'6""";159lbs;220000;Argent
245;H. Westermann;33;71;CB;https://cdn.sofifa.com/players/052/270/18_120.png;https://cdn.sofifa.com/teams/256/60.png;https://cdn.sofifa.com/flags/de.png;"6'3""";192lbs;950000;Argent
246;C. Brunt;35;67;CM;https://cdn.sofifa.com/players/052/306/20_120.png;https://cdn.sofifa.com/teams/1919/60.png;https://cdn.sofifa.com/flags/gb-nir.png;"6'1""";185lbs;325000;Argent
247;E. Jakupović;35;66;GK;https://cdn.sofifa.com/players/052/326/20_120.png;https://cdn.sofifa.com/teams/95/60.png;https://cdn.sofifa.com/flags/ch.png;"6'3""";187lbs;170000;Argent
248;M. Marić;36;66;CB;https://cdn.sofifa.com/players/052/340/20_120.png;https://cdn.sofifa.com/teams/10032/60.png;https://cdn.sofifa.com/flags/ch.png;"6'2""";183lbs;130000;Argent
249;R. Reçber;37;73;GK;https://cdn.sofifa.com/players/052/582/11_120.png;https://cdn.sofifa.com/teams/327/60.png;https://cdn.sofifa.com/flags/tr.png;"6'2""";168lbs;1000000;Argent
250;D. Murphy;29;69;LWB;https://cdn.sofifa.com/players/052/737/14_120.png;https://cdn.sofifa.com/teams/88/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";185lbs;450000;Argent
251;C. Ledesma;34;71;CM;https://cdn.sofifa.com/players/052/797/18_120.png;https://cdn.sofifa.com/teams/10032/60.png;https://cdn.sofifa.com/flags/it.png;"5'11""";172lbs;725000;Argent
252;C. Natali;35;74;CB;https://cdn.sofifa.com/players/052/935/15_120.png;https://cdn.sofifa.com/teams/111974/60.png;https://cdn.sofifa.com/flags/it.png;"6'4""";196lbs;550000;Argent
